url	chapt_title	img_path
https://b7m.github.io/Statistical-Inference/no_toc/index.html	About this Course	resources/chapt_screen_images/index.png
https://b7m.github.io/Statistical-Inference/no_toc/probability-expected-values.html	1 Probability & Expected Values	resources/chapt_screen_images/probability-expected-values.png
https://b7m.github.io/Statistical-Inference/no_toc/variability-distribution-asymptotics.html	2 Variability, Distribution, & Asymptotics	resources/chapt_screen_images/variability-distribution-asymptotics.png
https://b7m.github.io/Statistical-Inference/no_toc/intervals-testing-pvalues.html	3 Intervals, Testing, & Pvalues	resources/chapt_screen_images/intervals-testing-pvalues.png
https://b7m.github.io/Statistical-Inference/no_toc/power-bootstrapping-permutation-tests.html	4 Power, Bootstrapping, & Permutation Tests	resources/chapt_screen_images/power-bootstrapping-permutation-tests.png
https://b7m.github.io/Statistical-Inference/no_toc/about-the-authors.html	About the Authors	resources/chapt_screen_images/about-the-authors.png
https://b7m.github.io/Statistical-Inference/no_toc/references.html	5 References	resources/chapt_screen_images/references.png
